attempt_id,assessment_id,learner_id,skill_name,score,passed,duration_seconds,self_reported_confidence
ATT01104,ASM027,LRN0123,Model Evaluation,0.487,False,599,0.59
ATT01105,ASM031,LRN0123,Python Basics,0.783,True,524,0.77
ATT01106,ASM019,LRN0123,Git & Version Control,0.945,True,409,0.98
ATT01107,ASM030,LRN0123,Problem Solving (DSA Practice),0.178,False,424,0.279
ATT01108,ASM020,LRN0124,HTML & CSS,0.729,True,574,0.863
ATT01109,ASM022,LRN0124,JavaScript Basics,0.958,True,499,0.98
ATT01110,ASM034,LRN0124,React Fundamentals,0.292,False,676,0.151
ATT01111,ASM029,LRN0124,Node.js Basics,0.379,False,778,0.381
ATT01112,ASM033,LRN0124,REST API Design,0.515,False,611,0.574
ATT01113,ASM011,LRN0124,Database Design (RDBMS),0.692,True,375,0.753
ATT01114,ASM031,LRN0124,Python Basics,0.998,True,482,0.882
ATT01115,ASM019,LRN0124,Git & Version Control,0.188,False,797,0.296
ATT01116,ASM030,LRN0124,Problem Solving (DSA Practice),0.44,False,615,0.279
ATT01117,ASM002,LRN0125,Advanced SQL,0.813,True,624,0.79
ATT01118,ASM007,LRN0125,Data Modeling,0.102,False,662,0.157
ATT01119,ASM015,LRN0125,ETL Fundamentals,0.338,False,584,0.339
ATT01120,ASM003,LRN0125,Apache Spark Basics,0.521,False,656,0.568
ATT01121,ASM010,LRN0125,Data Warehousing,0.796,True,448,0.761
ATT01122,ASM008,LRN0125,Data Pipeline Design,0.84,True,443,0.853
ATT01123,ASM031,LRN0125,Python Basics,0.058,False,446,0.05
ATT01124,ASM019,LRN0125,Git & Version Control,0.265,False,526,0.329
ATT01125,ASM030,LRN0125,Problem Solving (DSA Practice),0.511,False,563,0.449
ATT01126,ASM024,LRN0126,Linux Fundamentals,0.166,False,506,0.198
ATT01127,ASM006,LRN0126,Cloud Computing Basics,0.327,False,475,0.333
ATT01128,ASM001,LRN0126,AWS Core Services,0.464,False,648,0.399
ATT01129,ASM014,LRN0126,Docker Fundamentals,0.857,True,434,0.791
ATT01130,ASM023,LRN0126,Kubernetes Basics,0.871,True,654,0.814
ATT01131,ASM004,LRN0126,CI/CD Pipelines,0.158,False,527,0.144
ATT01132,ASM031,LRN0126,Python Basics,0.35,False,571,0.5
ATT01133,ASM019,LRN0126,Git & Version Control,0.572,False,541,0.62
ATT01134,ASM030,LRN0126,Problem Solving (DSA Practice),0.645,True,720,0.609
ATT01135,ASM036,LRN0127,SQL Basics,0.326,False,524,0.424
ATT01136,ASM002,LRN0127,Advanced SQL,0.66,True,802,0.541
ATT01137,ASM016,LRN0127,Excel for Data Analysis,0.802,True,688,0.696
ATT01138,ASM009,LRN0127,Data Visualization,0.976,True,579,0.979
ATT01139,ASM013,LRN0127,Descriptive Statistics,0.018,False,601,0.133
ATT01140,ASM017,LRN0127,Exploratory Data Analysis,0.408,False,538,0.458
ATT01141,ASM031,LRN0127,Python Basics,0.679,True,534,0.623
ATT01142,ASM019,LRN0127,Git & Version Control,0.742,True,601,0.651
ATT01143,ASM030,LRN0127,Problem Solving (DSA Practice),0.856,True,590,0.933
ATT01144,ASM032,LRN0128,Python Data Structures,0.676,True,545,0.548
ATT01145,ASM021,LRN0128,Inferential Statistics,0.765,True,586,0.731
ATT01146,ASM025,LRN0128,ML Foundations,0.941,True,574,0.865
ATT01147,ASM035,LRN0128,Regression Techniques,0.175,False,457,0.232
ATT01148,ASM005,LRN0128,Classification Techniques,0.268,False,744,0.247
ATT01149,ASM027,LRN0128,Model Evaluation,0.614,True,521,0.691
ATT01150,ASM031,LRN0128,Python Basics,0.69,True,587,0.593
ATT01151,ASM019,LRN0128,Git & Version Control,0.946,True,576,0.863
ATT01152,ASM030,LRN0128,Problem Solving (DSA Practice),0.151,False,856,0.159
ATT01153,ASM025,LRN0129,ML Foundations,0.73,True,725,0.754
ATT01154,ASM018,LRN0129,Feature Engineering,0.937,True,596,0.98
ATT01155,ASM028,LRN0129,Neural Networks,0.249,False,593,0.175
ATT01156,ASM012,LRN0129,Deep Learning,0.427,False,397,0.331
ATT01157,ASM026,LRN0129,Model Deployment,0.509,False,488,0.636
ATT01158,ASM027,LRN0129,Model Evaluation,0.831,True,486,0.937
ATT01159,ASM031,LRN0129,Python Basics,0.871,True,565,0.881
ATT01160,ASM019,LRN0129,Git & Version Control,0.116,False,511,0.05
ATT01161,ASM030,LRN0129,Problem Solving (DSA Practice),0.369,False,737,0.363
ATT01162,ASM020,LRN0130,HTML & CSS,0.841,True,515,0.968
ATT01163,ASM022,LRN0130,JavaScript Basics,0.092,False,715,0.05
ATT01164,ASM034,LRN0130,React Fundamentals,0.317,False,786,0.302
ATT01165,ASM029,LRN0130,Node.js Basics,0.437,False,862,0.483
ATT01166,ASM033,LRN0130,REST API Design,0.687,True,697,0.543
ATT01167,ASM011,LRN0130,Database Design (RDBMS),0.957,True,691,0.969
ATT01168,ASM031,LRN0130,Python Basics,0.161,False,576,0.146
ATT01169,ASM019,LRN0130,Git & Version Control,0.255,False,625,0.181
ATT01170,ASM030,LRN0130,Problem Solving (DSA Practice),0.602,True,442,0.53
ATT01171,ASM002,LRN0131,Advanced SQL,0.071,False,443,0.142
ATT01172,ASM007,LRN0131,Data Modeling,0.419,False,770,0.509
ATT01173,ASM015,LRN0131,ETL Fundamentals,0.468,False,567,0.463
ATT01174,ASM003,LRN0131,Apache Spark Basics,0.738,True,489,0.659
ATT01175,ASM010,LRN0131,Data Warehousing,0.895,True,664,0.921
ATT01176,ASM008,LRN0131,Data Pipeline Design,0.26,False,577,0.131
ATT01177,ASM031,LRN0131,Python Basics,0.332,False,706,0.239
ATT01178,ASM019,LRN0131,Git & Version Control,0.576,False,524,0.629
ATT01179,ASM030,LRN0131,Problem Solving (DSA Practice),0.792,True,782,0.854
ATT01180,ASM024,LRN0132,Linux Fundamentals,0.271,False,644,0.339
ATT01181,ASM006,LRN0132,Cloud Computing Basics,0.569,False,626,0.588
ATT01182,ASM001,LRN0132,AWS Core Services,0.67,True,687,0.685
ATT01183,ASM014,LRN0132,Docker Fundamentals,0.949,True,607,0.901
ATT01184,ASM023,LRN0132,Kubernetes Basics,0.092,False,648,0.05
ATT01185,ASM004,LRN0132,CI/CD Pipelines,0.46,False,886,0.533
ATT01186,ASM031,LRN0132,Python Basics,0.577,False,618,0.682
ATT01187,ASM019,LRN0132,Git & Version Control,0.614,True,531,0.633
ATT01188,ASM030,LRN0132,Problem Solving (DSA Practice),0.925,True,638,0.924
ATT01189,ASM036,LRN0133,SQL Basics,0.531,False,779,0.496
ATT01190,ASM002,LRN0133,Advanced SQL,0.667,True,609,0.639
ATT01191,ASM016,LRN0133,Excel for Data Analysis,0.942,True,514,0.98
ATT01192,ASM009,LRN0133,Data Visualization,0.096,False,541,0.105
ATT01193,ASM013,LRN0133,Descriptive Statistics,0.296,False,582,0.215
ATT01194,ASM017,LRN0133,Exploratory Data Analysis,0.638,True,691,0.559
ATT01195,ASM031,LRN0133,Python Basics,0.764,True,467,0.765
ATT01196,ASM019,LRN0133,Git & Version Control,0.865,True,692,0.769
ATT01197,ASM030,LRN0133,Problem Solving (DSA Practice),0.142,False,710,0.12
ATT01198,ASM032,LRN0134,Python Data Structures,0.783,True,582,0.836
ATT01199,ASM021,LRN0134,Inferential Statistics,0.955,True,724,0.861
ATT01200,ASM025,LRN0134,ML Foundations,0.172,False,523,0.167
ATT01201,ASM035,LRN0134,Regression Techniques,0.348,False,348,0.226
ATT01202,ASM005,LRN0134,Classification Techniques,0.575,False,240,0.572
ATT01203,ASM027,LRN0134,Model Evaluation,0.64,True,724,0.601
ATT01204,ASM031,LRN0134,Python Basics,0.917,True,830,0.973
ATT01205,ASM019,LRN0134,Git & Version Control,0.045,False,647,0.201
ATT01206,ASM030,LRN0134,Problem Solving (DSA Practice),0.443,False,458,0.404
ATT01207,ASM025,LRN0135,ML Foundations,0.871,True,591,0.855
ATT01208,ASM018,LRN0135,Feature Engineering,0.021,False,501,0.05
ATT01209,ASM028,LRN0135,Neural Networks,0.309,False,903,0.341
ATT01210,ASM012,LRN0135,Deep Learning,0.57,False,619,0.603
ATT01211,ASM026,LRN0135,Model Deployment,0.901,True,792,0.787
ATT01212,ASM027,LRN0135,Model Evaluation,0.901,True,522,0.869
ATT01213,ASM031,LRN0135,Python Basics,0.2,False,372,0.187
ATT01214,ASM019,LRN0135,Git & Version Control,0.358,False,770,0.355
ATT01215,ASM030,LRN0135,Problem Solving (DSA Practice),0.507,False,524,0.598
ATT01216,ASM020,LRN0136,HTML & CSS,0.127,False,720,0.05
ATT01217,ASM022,LRN0136,JavaScript Basics,0.349,False,663,0.391
ATT01218,ASM034,LRN0136,React Fundamentals,0.511,False,617,0.487
ATT01219,ASM029,LRN0136,Node.js Basics,0.824,True,499,0.695
ATT01220,ASM033,LRN0136,REST API Design,0.882,True,666,0.881
ATT01221,ASM011,LRN0136,Database Design (RDBMS),0.238,False,402,0.167
ATT01222,ASM031,LRN0136,Python Basics,0.214,False,450,0.282
ATT01223,ASM019,LRN0136,Git & Version Control,0.524,False,617,0.448
ATT01224,ASM030,LRN0136,Problem Solving (DSA Practice),0.784,True,756,0.794
ATT01225,ASM002,LRN0137,Advanced SQL,0.303,False,610,0.268
ATT01226,ASM007,LRN0137,Data Modeling,0.53,False,703,0.597
ATT01227,ASM015,LRN0137,ETL Fundamentals,0.704,True,594,0.652
ATT01228,ASM003,LRN0137,Apache Spark Basics,0.904,True,599,0.98
ATT01229,ASM010,LRN0137,Data Warehousing,0.007,False,473,0.088
ATT01230,ASM008,LRN0137,Data Pipeline Design,0.354,False,240,0.485
ATT01231,ASM031,LRN0137,Python Basics,0.543,False,542,0.441
ATT01232,ASM019,LRN0137,Git & Version Control,0.653,True,347,0.618
ATT01233,ASM030,LRN0137,Problem Solving (DSA Practice),0.943,True,618,0.9
ATT01234,ASM024,LRN0138,Linux Fundamentals,0.509,False,552,0.506
ATT01235,ASM006,LRN0138,Cloud Computing Basics,0.686,True,739,0.732
ATT01236,ASM001,LRN0138,AWS Core Services,0.908,True,517,0.914
ATT01237,ASM014,LRN0138,Docker Fundamentals,0.023,False,732,0.116
ATT01238,ASM023,LRN0138,Kubernetes Basics,0.405,False,733,0.516
ATT01239,ASM004,LRN0138,CI/CD Pipelines,0.61,True,542,0.507
ATT01240,ASM031,LRN0138,Python Basics,0.812,True,611,0.876
ATT01241,ASM019,LRN0138,Git & Version Control,0.907,True,610,0.888
ATT01242,ASM030,LRN0138,Problem Solving (DSA Practice),0.246,False,702,0.305
ATT01243,ASM036,LRN0139,SQL Basics,0.802,True,747,0.887
ATT01244,ASM002,LRN0139,Advanced SQL,0.947,True,639,0.863
ATT01245,ASM016,LRN0139,Excel for Data Analysis,0.185,False,567,0.322
ATT01246,ASM009,LRN0139,Data Visualization,0.422,False,750,0.382
ATT01247,ASM013,LRN0139,Descriptive Statistics,0.567,False,462,0.601
ATT01248,ASM017,LRN0139,Exploratory Data Analysis,0.746,True,716,0.631
ATT01249,ASM031,LRN0139,Python Basics,0.905,True,729,0.98
ATT01250,ASM019,LRN0139,Git & Version Control,0.117,False,728,0.211
ATT01251,ASM030,LRN0139,Problem Solving (DSA Practice),0.405,False,866,0.392
ATT01252,ASM032,LRN0140,Python Data Structures,0.934,True,519,0.948
ATT01253,ASM021,LRN0140,Inferential Statistics,0.108,False,567,0.116
ATT01254,ASM025,LRN0140,ML Foundations,0.304,False,426,0.39
ATT01255,ASM035,LRN0140,Regression Techniques,0.641,True,791,0.633
ATT01256,ASM005,LRN0140,Classification Techniques,0.854,True,426,0.906
ATT01257,ASM027,LRN0140,Model Evaluation,0.912,True,534,0.98
ATT01258,ASM031,LRN0140,Python Basics,0.239,False,661,0.284
ATT01259,ASM019,LRN0140,Git & Version Control,0.263,False,703,0.387
ATT01260,ASM030,LRN0140,Problem Solving (DSA Practice),0.591,False,582,0.504
ATT01261,ASM025,LRN0141,ML Foundations,0.201,False,895,0.162
ATT01262,ASM018,LRN0141,Feature Engineering,0.27,False,759,0.192
ATT01263,ASM028,LRN0141,Neural Networks,0.564,False,507,0.413
ATT01264,ASM012,LRN0141,Deep Learning,0.771,True,539,0.841
ATT01265,ASM026,LRN0141,Model Deployment,0.871,True,490,0.913
ATT01266,ASM027,LRN0141,Model Evaluation,0.207,False,813,0.103
ATT01267,ASM031,LRN0141,Python Basics,0.4,False,680,0.452
ATT01268,ASM019,LRN0141,Git & Version Control,0.453,False,478,0.564
ATT01269,ASM030,LRN0141,Problem Solving (DSA Practice),0.763,True,630,0.694
ATT01270,ASM020,LRN0142,HTML & CSS,0.323,False,573,0.196
ATT01271,ASM022,LRN0142,JavaScript Basics,0.548,False,780,0.493
ATT01272,ASM034,LRN0142,React Fundamentals,0.695,True,482,0.721
ATT01273,ASM029,LRN0142,Node.js Basics,0.931,True,613,0.821
ATT01274,ASM033,LRN0142,REST API Design,0.221,False,502,0.336
ATT01275,ASM011,LRN0142,Database Design (RDBMS),0.328,False,501,0.298
ATT01276,ASM031,LRN0142,Python Basics,0.455,False,535,0.557
ATT01277,ASM019,LRN0142,Git & Version Control,0.833,True,630,0.926
ATT01278,ASM030,LRN0142,Problem Solving (DSA Practice),0.922,True,544,0.843
ATT01279,ASM002,LRN0143,Advanced SQL,0.534,False,767,0.539
ATT01280,ASM007,LRN0143,Data Modeling,0.735,True,926,0.819
ATT01281,ASM015,LRN0143,ETL Fundamentals,0.953,True,514,0.917
ATT01282,ASM003,LRN0143,Apache Spark Basics,0.075,False,457,0.106
ATT01283,ASM010,LRN0143,Data Warehousing,0.281,False,743,0.309
ATT01284,ASM008,LRN0143,Data Pipeline Design,0.516,False,592,0.612
ATT01285,ASM031,LRN0143,Python Basics,0.684,True,591,0.794
ATT01286,ASM019,LRN0143,Git & Version Control,0.941,True,646,0.98
ATT01287,ASM030,LRN0143,Problem Solving (DSA Practice),0.171,False,564,0.118
ATT01288,ASM024,LRN0144,Linux Fundamentals,0.707,True,561,0.788
ATT01289,ASM006,LRN0144,Cloud Computing Basics,0.923,True,676,0.952
ATT01290,ASM001,LRN0144,AWS Core Services,0.204,False,818,0.259
ATT01291,ASM014,LRN0144,Docker Fundamentals,0.364,False,560,0.397
ATT01292,ASM023,LRN0144,Kubernetes Basics,0.456,False,670,0.431
ATT01293,ASM004,LRN0144,CI/CD Pipelines,0.682,True,645,0.818
ATT01294,ASM031,LRN0144,Python Basics,0.89,True,670,0.823
ATT01295,ASM019,LRN0144,Git & Version Control,0.174,False,655,0.253
ATT01296,ASM030,LRN0144,Problem Solving (DSA Practice),0.368,False,623,0.358
ATT01297,ASM036,LRN0145,SQL Basics,0.943,True,765,0.915
ATT01298,ASM002,LRN0145,Advanced SQL,0.173,False,691,0.176
ATT01299,ASM016,LRN0145,Excel for Data Analysis,0.237,False,569,0.206
ATT01300,ASM009,LRN0145,Data Visualization,0.664,True,822,0.717
ATT01301,ASM013,LRN0145,Descriptive Statistics,0.843,True,573,0.818
ATT01302,ASM017,LRN0145,Exploratory Data Analysis,0.942,True,495,0.826
ATT01303,ASM031,LRN0145,Python Basics,0.117,False,740,0.137
ATT01304,ASM019,LRN0145,Git & Version Control,0.357,False,686,0.353
ATT01305,ASM030,LRN0145,Problem Solving (DSA Practice),0.642,True,801,0.625
ATT01306,ASM032,LRN0146,Python Data Structures,0.21,False,703,0.138
ATT01307,ASM021,LRN0146,Inferential Statistics,0.216,False,582,0.352
ATT01308,ASM025,LRN0146,ML Foundations,0.562,False,718,0.528
ATT01309,ASM035,LRN0146,Regression Techniques,0.76,True,472,0.82
ATT01310,ASM005,LRN0146,Classification Techniques,0.853,True,660,0.844
ATT01311,ASM027,LRN0146,Model Evaluation,0.144,False,791,0.087
ATT01312,ASM031,LRN0146,Python Basics,0.372,False,652,0.382
ATT01313,ASM019,LRN0146,Git & Version Control,0.673,True,541,0.578
ATT01314,ASM030,LRN0146,Problem Solving (DSA Practice),0.779,True,569,0.785
ATT01315,ASM025,LRN0147,ML Foundations,0.293,False,704,0.212
ATT01316,ASM018,LRN0147,Feature Engineering,0.621,True,661,0.453
ATT01317,ASM028,LRN0147,Neural Networks,0.857,True,673,0.724
ATT01318,ASM012,LRN0147,Deep Learning,0.883,True,578,0.8
ATT01319,ASM026,LRN0147,Model Deployment,0.02,False,575,0.111
ATT01320,ASM027,LRN0147,Model Evaluation,0.257,False,556,0.205
ATT01321,ASM031,LRN0147,Python Basics,0.497,False,891,0.54
ATT01322,ASM019,LRN0147,Git & Version Control,0.74,True,585,0.739
ATT01323,ASM030,LRN0147,Problem Solving (DSA Practice),0.948,True,548,0.98
ATT01324,ASM020,LRN0148,HTML & CSS,0.492,False,616,0.505
ATT01325,ASM022,LRN0148,JavaScript Basics,0.821,True,646,0.73
ATT01326,ASM034,LRN0148,React Fundamentals,0.923,True,902,0.967
ATT01327,ASM029,LRN0148,Node.js Basics,0.026,False,678,0.106
ATT01328,ASM033,LRN0148,REST API Design,0.427,False,701,0.478
ATT01329,ASM011,LRN0148,Database Design (RDBMS),0.503,False,641,0.582
ATT01330,ASM031,LRN0148,Python Basics,0.661,True,660,0.674
ATT01331,ASM019,LRN0148,Git & Version Control,0.976,True,641,0.895
ATT01332,ASM030,LRN0148,Problem Solving (DSA Practice),0.134,False,567,0.106
ATT01333,ASM002,LRN0149,Advanced SQL,0.791,True,594,0.767
ATT01334,ASM007,LRN0149,Data Modeling,0.969,True,460,0.98
ATT01335,ASM015,LRN0149,ETL Fundamentals,0.113,False,688,0.231
ATT01336,ASM003,LRN0149,Apache Spark Basics,0.357,False,707,0.289
ATT01337,ASM010,LRN0149,Data Warehousing,0.574,False,808,0.548
ATT01338,ASM008,LRN0149,Data Pipeline Design,0.67,True,641,0.626
ATT01339,ASM031,LRN0149,Python Basics,0.905,True,543,0.955
ATT01340,ASM019,LRN0149,Git & Version Control,0.237,False,857,0.21
ATT01341,ASM030,LRN0149,Problem Solving (DSA Practice),0.372,False,431,0.445
ATT01342,ASM024,LRN0150,Linux Fundamentals,0.853,True,634,0.951
ATT01343,ASM006,LRN0150,Cloud Computing Basics,0.144,False,640,0.076
ATT01344,ASM001,LRN0150,AWS Core Services,0.325,False,572,0.205
ATT01345,ASM014,LRN0150,Docker Fundamentals,0.555,False,498,0.523
ATT01346,ASM023,LRN0150,Kubernetes Basics,0.864,True,820,0.911
ATT01347,ASM004,LRN0150,CI/CD Pipelines,0.981,True,499,0.978
ATT01348,ASM031,LRN0150,Python Basics,0.166,False,669,0.15
ATT01349,ASM019,LRN0150,Git & Version Control,0.402,False,517,0.442
ATT01350,ASM030,LRN0150,Problem Solving (DSA Practice),0.608,True,727,0.726
ATT01351,ASM036,LRN0151,SQL Basics,0.186,False,651,0.267
ATT01352,ASM002,LRN0151,Advanced SQL,0.237,False,449,0.225
ATT01353,ASM016,LRN0151,Excel for Data Analysis,0.611,True,766,0.472
ATT01354,ASM009,LRN0151,Data Visualization,0.764,True,750,0.829
ATT01355,ASM013,LRN0151,Descriptive Statistics,0.897,True,483,0.916
ATT01356,ASM017,LRN0151,Exploratory Data Analysis,0.047,False,453,0.184
ATT01357,ASM031,LRN0151,Python Basics,0.338,False,442,0.461
ATT01358,ASM019,LRN0151,Git & Version Control,0.677,True,669,0.737
ATT01359,ASM030,LRN0151,Problem Solving (DSA Practice),0.772,True,507,0.774
ATT01360,ASM032,LRN0152,Python Data Structures,0.314,False,642,0.37
ATT01361,ASM021,LRN0152,Inferential Statistics,0.67,True,709,0.577
ATT01362,ASM025,LRN0152,ML Foundations,0.758,True,450,0.67
ATT01363,ASM035,LRN0152,Regression Techniques,0.93,True,564,0.823
ATT01364,ASM005,LRN0152,Classification Techniques,0.193,False,560,0.103
ATT01365,ASM027,LRN0152,Model Evaluation,0.319,False,527,0.343
ATT01366,ASM031,LRN0152,Python Basics,0.609,True,520,0.545
ATT01367,ASM019,LRN0152,Git & Version Control,0.662,True,608,0.811
ATT01368,ASM030,LRN0152,Problem Solving (DSA Practice),0.909,True,541,0.98
ATT01369,ASM025,LRN0153,ML Foundations,0.489,False,554,0.606
ATT01370,ASM018,LRN0153,Feature Engineering,0.673,True,584,0.771
ATT01371,ASM028,LRN0153,Neural Networks,0.88,True,488,0.837
ATT01372,ASM012,LRN0153,Deep Learning,0.179,False,517,0.172
ATT01373,ASM026,LRN0153,Model Deployment,0.388,False,592,0.309
ATT01374,ASM027,LRN0153,Model Evaluation,0.472,False,667,0.336
ATT01375,ASM031,LRN0153,Python Basics,0.724,True,630,0.755
ATT01376,ASM019,LRN0153,Git & Version Control,0.953,True,671,0.802
ATT01377,ASM030,LRN0153,Problem Solving (DSA Practice),0.163,False,471,0.094
ATT01378,ASM020,LRN0154,HTML & CSS,0.737,True,669,0.667
ATT01379,ASM022,LRN0154,JavaScript Basics,0.948,True,529,0.98
ATT01380,ASM034,LRN0154,React Fundamentals,0.227,False,580,0.128
ATT01381,ASM029,LRN0154,Node.js Basics,0.314,False,461,0.374
ATT01382,ASM033,LRN0154,REST API Design,0.581,False,638,0.731
ATT01383,ASM011,LRN0154,Database Design (RDBMS),0.804,True,400,0.766
ATT01384,ASM031,LRN0154,Python Basics,0.837,True,411,0.785
ATT01385,ASM019,LRN0154,Git & Version Control,0.163,False,478,0.069
ATT01386,ASM030,LRN0154,Problem Solving (DSA Practice),0.437,False,767,0.363
ATT01387,ASM002,LRN0155,Advanced SQL,0.869,True,591,0.849
ATT01388,ASM007,LRN0155,Data Modeling,0.143,False,677,0.115
ATT01389,ASM015,LRN0155,ETL Fundamentals,0.286,False,351,0.377
ATT01390,ASM003,LRN0155,Apache Spark Basics,0.494,False,585,0.572
ATT01391,ASM010,LRN0155,Data Warehousing,0.858,True,527,0.843
ATT01392,ASM008,LRN0155,Data Pipeline Design,0.914,True,822,0.895
ATT01393,ASM031,LRN0155,Python Basics,0.209,False,669,0.301
ATT01394,ASM019,LRN0155,Git & Version Control,0.298,False,491,0.307
ATT01395,ASM030,LRN0155,Problem Solving (DSA Practice),0.519,False,585,0.547
ATT01396,ASM024,LRN0156,Linux Fundamentals,0.243,False,449,0.267
ATT01397,ASM006,LRN0156,Cloud Computing Basics,0.282,False,640,0.237
ATT01398,ASM001,LRN0156,AWS Core Services,0.621,True,404,0.62
ATT01399,ASM014,LRN0156,Docker Fundamentals,0.791,True,789,0.682
ATT01400,ASM023,LRN0156,Kubernetes Basics,0.913,True,555,0.841
ATT01401,ASM004,LRN0156,CI/CD Pipelines,0.158,False,573,0.172
ATT01402,ASM031,LRN0156,Python Basics,0.258,False,785,0.249
ATT01403,ASM019,LRN0156,Git & Version Control,0.565,False,592,0.495
ATT01404,ASM030,LRN0156,Problem Solving (DSA Practice),0.769,True,623,0.734
ATT01405,ASM036,LRN0157,SQL Basics,0.312,False,632,0.312
ATT01406,ASM002,LRN0157,Advanced SQL,0.595,False,532,0.44
ATT01407,ASM016,LRN0157,Excel for Data Analysis,0.68,True,614,0.743
ATT01408,ASM009,LRN0157,Data Visualization,0.928,True,668,0.94
ATT01409,ASM013,LRN0157,Descriptive Statistics,0.104,False,634,0.05
ATT01410,ASM017,LRN0157,Exploratory Data Analysis,0.487,False,486,0.47
ATT01411,ASM031,LRN0157,Python Basics,0.695,True,588,0.743
ATT01412,ASM019,LRN0157,Git & Version Control,0.69,True,639,0.717
ATT01413,ASM030,LRN0157,Problem Solving (DSA Practice),0.943,True,551,0.916
ATT01414,ASM032,LRN0158,Python Data Structures,0.428,False,688,0.559
ATT01415,ASM021,LRN0158,Inferential Statistics,0.827,True,662,0.848
ATT01416,ASM025,LRN0158,ML Foundations,0.924,True,580,0.98
ATT01417,ASM035,LRN0158,Regression Techniques,0.045,False,692,0.117
ATT01418,ASM005,LRN0158,Classification Techniques,0.343,False,531,0.432
ATT01419,ASM027,LRN0158,Model Evaluation,0.559,False,690,0.646
ATT01420,ASM031,LRN0158,Python Basics,0.772,True,409,0.759
ATT01421,ASM019,LRN0158,Git & Version Control,0.914,True,804,0.98
ATT01422,ASM030,LRN0158,Problem Solving (DSA Practice),0.056,False,382,0.076
ATT01423,ASM025,LRN0159,ML Foundations,0.884,True,775,0.75
ATT01424,ASM018,LRN0159,Feature Engineering,0.97,True,568,0.91
ATT01425,ASM028,LRN0159,Neural Networks,0.075,False,616,0.166
ATT01426,ASM012,LRN0159,Deep Learning,0.247,False,601,0.269
ATT01427,ASM026,LRN0159,Model Deployment,0.617,True,302,0.493
ATT01428,ASM027,LRN0159,Model Evaluation,0.737,True,630,0.79
ATT01429,ASM031,LRN0159,Python Basics,0.891,True,741,0.899
ATT01430,ASM019,LRN0159,Git & Version Control,0.13,False,538,0.213
ATT01431,ASM030,LRN0159,Problem Solving (DSA Practice),0.424,False,660,0.409
ATT01432,ASM020,LRN0160,HTML & CSS,0.82,True,625,0.93
ATT01433,ASM022,LRN0160,JavaScript Basics,0.235,False,621,0.252
ATT01434,ASM034,LRN0160,React Fundamentals,0.397,False,737,0.302
ATT01435,ASM029,LRN0160,Node.js Basics,0.561,False,536,0.631
ATT01436,ASM033,LRN0160,REST API Design,0.733,True,513,0.791
ATT01437,ASM011,LRN0160,Database Design (RDBMS),0.844,True,860,0.738
ATT01438,ASM031,LRN0160,Python Basics,0.146,False,557,0.221
ATT01439,ASM019,LRN0160,Git & Version Control,0.295,False,548,0.269
ATT01440,ASM030,LRN0160,Problem Solving (DSA Practice),0.558,False,616,0.593
ATT01441,ASM002,LRN0161,Advanced SQL,0.228,False,612,0.095
ATT01442,ASM007,LRN0161,Data Modeling,0.409,False,497,0.352
ATT01443,ASM015,LRN0161,ETL Fundamentals,0.512,False,665,0.393
ATT01444,ASM003,LRN0161,Apache Spark Basics,0.742,True,630,0.685
ATT01445,ASM010,LRN0161,Data Warehousing,0.926,True,488,0.903
ATT01446,ASM008,LRN0161,Data Pipeline Design,0.241,False,601,0.215
ATT01447,ASM031,LRN0161,Python Basics,0.344,False,489,0.453
ATT01448,ASM019,LRN0161,Git & Version Control,0.561,False,675,0.601
ATT01449,ASM030,LRN0161,Problem Solving (DSA Practice),0.666,True,727,0.707
ATT01450,ASM024,LRN0162,Linux Fundamentals,0.274,False,429,0.245
ATT01451,ASM006,LRN0162,Cloud Computing Basics,0.676,True,768,0.683
ATT01452,ASM001,LRN0162,AWS Core Services,0.678,True,780,0.684
ATT01453,ASM014,LRN0162,Docker Fundamentals,0.986,True,593,0.95
ATT01454,ASM023,LRN0162,Kubernetes Basics,0.033,False,538,0.05
ATT01455,ASM004,LRN0162,CI/CD Pipelines,0.337,False,638,0.399
ATT01456,ASM031,LRN0162,Python Basics,0.534,False,656,0.571
ATT01457,ASM019,LRN0162,Git & Version Control,0.668,True,739,0.629
ATT01458,ASM030,LRN0162,Problem Solving (DSA Practice),0.836,True,585,0.866
ATT01459,ASM036,LRN0163,SQL Basics,0.436,False,524,0.439
ATT01460,ASM002,LRN0163,Advanced SQL,0.737,True,336,0.783
ATT01461,ASM016,LRN0163,Excel for Data Analysis,0.948,True,629,0.83
ATT01462,ASM009,LRN0163,Data Visualization,0.046,False,513,0.094
ATT01463,ASM013,LRN0163,Descriptive Statistics,0.328,False,722,0.293
ATT01464,ASM017,LRN0163,Exploratory Data Analysis,0.598,False,533,0.738
ATT01465,ASM031,LRN0163,Python Basics,0.63,True,631,0.647
ATT01466,ASM019,LRN0163,Git & Version Control,0.932,True,624,0.98
ATT01467,ASM030,LRN0163,Problem Solving (DSA Practice),0.165,False,563,0.063
ATT01468,ASM032,LRN0164,Python Data Structures,0.683,True,390,0.696
ATT01469,ASM021,LRN0164,Inferential Statistics,0.964,True,600,0.856
ATT01470,ASM025,LRN0164,ML Foundations,0.221,False,729,0.283
ATT01471,ASM035,LRN0164,Regression Techniques,0.352,False,387,0.434
