learner_skill_id,learner_id,skill_id,skill_name,mastery_score,mastery_band,confidence_score,evidence_strength,source
LSK01613,LRN0180,SK042,Cloud Computing Basics,0.102,novice,0.086,0.57,diagnostic_and_practice
LSK01614,LRN0180,SK044,AWS Core Services,0.367,developing,0.46,0.78,diagnostic_and_practice
LSK01615,LRN0180,SK045,Docker Fundamentals,0.588,competent,0.671,0.74,diagnostic_and_practice
LSK01616,LRN0180,SK047,Kubernetes Basics,0.744,proficient,0.86,0.67,diagnostic_and_practice
LSK01617,LRN0180,SK048,CI/CD Pipelines,0.902,advanced,0.98,0.71,diagnostic_and_practice
LSK01618,LRN0180,SK001,Python Basics,0.238,novice,0.216,0.59,diagnostic_and_practice
LSK01619,LRN0180,SK002,Git & Version Control,0.4,developing,0.387,0.6,diagnostic_and_practice
LSK01620,LRN0180,SK008,Problem Solving (DSA Practice),0.647,competent,0.717,0.42,diagnostic_and_practice
LSK01621,LRN0181,SK012,SQL Basics,0.087,novice,0.05,0.89,diagnostic_and_practice
LSK01622,LRN0181,SK019,Advanced SQL,0.29,developing,0.369,0.41,diagnostic_and_practice
LSK01623,LRN0181,SK013,Excel for Data Analysis,0.461,competent,0.404,0.82,diagnostic_and_practice
LSK01624,LRN0181,SK016,Data Visualization,0.66,proficient,0.585,0.5,diagnostic_and_practice
LSK01625,LRN0181,SK011,Descriptive Statistics,0.929,advanced,0.883,0.31,diagnostic_and_practice
LSK01626,LRN0181,SK018,Exploratory Data Analysis,0.054,novice,0.125,0.79,diagnostic_and_practice
LSK01627,LRN0181,SK001,Python Basics,0.264,developing,0.243,0.33,diagnostic_and_practice
LSK01628,LRN0181,SK002,Git & Version Control,0.597,competent,0.487,0.48,diagnostic_and_practice
LSK01629,LRN0181,SK008,Problem Solving (DSA Practice),0.839,proficient,0.935,0.89,diagnostic_and_practice
LSK01630,LRN0182,SK003,Python Data Structures,0.413,developing,0.424,0.44,diagnostic_and_practice
LSK01631,LRN0182,SK017,Inferential Statistics,0.486,competent,0.423,0.75,diagnostic_and_practice
LSK01632,LRN0182,SK021,ML Foundations,0.758,proficient,0.825,0.32,diagnostic_and_practice
LSK01633,LRN0182,SK022,Regression Techniques,0.861,advanced,0.954,0.71,diagnostic_and_practice
LSK01634,LRN0182,SK023,Classification Techniques,0.125,novice,0.05,0.85,diagnostic_and_practice
LSK01635,LRN0182,SK024,Model Evaluation,0.256,developing,0.274,0.34,diagnostic_and_practice
LSK01636,LRN0182,SK001,Python Basics,0.598,competent,0.576,0.46,diagnostic_and_practice
LSK01637,LRN0182,SK002,Git & Version Control,0.705,proficient,0.619,0.65,diagnostic_and_practice
LSK01638,LRN0182,SK008,Problem Solving (DSA Practice),0.946,advanced,0.98,0.85,diagnostic_and_practice
LSK01639,LRN0183,SK021,ML Foundations,0.472,competent,0.567,0.61,diagnostic_and_practice
LSK01640,LRN0183,SK025,Feature Engineering,0.779,proficient,0.827,0.36,diagnostic_and_practice
LSK01641,LRN0183,SK027,Neural Networks,0.954,advanced,0.98,0.7,diagnostic_and_practice
LSK01642,LRN0183,SK028,Deep Learning,0.1,novice,0.055,0.74,diagnostic_and_practice
LSK01643,LRN0183,SK050,Model Deployment,0.305,developing,0.214,0.66,diagnostic_and_practice
LSK01644,LRN0183,SK024,Model Evaluation,0.58,competent,0.593,0.61,diagnostic_and_practice
LSK01645,LRN0183,SK001,Python Basics,0.806,proficient,0.766,0.84,diagnostic_and_practice
LSK01646,LRN0183,SK002,Git & Version Control,0.946,advanced,0.848,0.87,diagnostic_and_practice
LSK01647,LRN0183,SK008,Problem Solving (DSA Practice),0.214,novice,0.202,0.61,diagnostic_and_practice
LSK01648,LRN0184,SK031,HTML & CSS,0.689,proficient,0.753,0.66,diagnostic_and_practice
LSK01649,LRN0184,SK032,JavaScript Basics,0.927,advanced,0.916,0.88,diagnostic_and_practice
LSK01650,LRN0184,SK035,React Fundamentals,0.172,novice,0.244,0.53,diagnostic_and_practice
LSK01651,LRN0184,SK036,Node.js Basics,0.263,developing,0.316,0.61,diagnostic_and_practice
LSK01652,LRN0184,SK037,REST API Design,0.608,competent,0.498,0.9,diagnostic_and_practice
LSK01653,LRN0184,SK034,Database Design (RDBMS),0.789,proficient,0.799,0.64,diagnostic_and_practice
LSK01654,LRN0184,SK001,Python Basics,0.903,advanced,0.98,0.79,diagnostic_and_practice
LSK01655,LRN0184,SK002,Git & Version Control,0.112,novice,0.183,0.76,diagnostic_and_practice
LSK01656,LRN0184,SK008,Problem Solving (DSA Practice),0.422,developing,0.444,0.68,diagnostic_and_practice
LSK01657,LRN0185,SK019,Advanced SQL,0.888,advanced,0.98,0.58,diagnostic_and_practice
LSK01658,LRN0185,SK051,Data Modeling,0.207,novice,0.149,0.5,diagnostic_and_practice
LSK01659,LRN0185,SK053,ETL Fundamentals,0.253,developing,0.192,0.84,diagnostic_and_practice
LSK01660,LRN0185,SK057,Apache Spark Basics,0.537,competent,0.566,0.8,diagnostic_and_practice
LSK01661,LRN0185,SK054,Data Warehousing,0.806,proficient,0.792,0.7,diagnostic_and_practice
LSK01662,LRN0185,SK060,Data Pipeline Design,0.863,advanced,0.775,0.72,diagnostic_and_practice
LSK01663,LRN0185,SK001,Python Basics,0.136,novice,0.091,0.8,diagnostic_and_practice
LSK01664,LRN0185,SK002,Git & Version Control,0.252,developing,0.276,0.8,diagnostic_and_practice
LSK01665,LRN0185,SK008,Problem Solving (DSA Practice),0.55,competent,0.664,0.53,diagnostic_and_practice
LSK01666,LRN0186,SK041,Linux Fundamentals,0.204,novice,0.126,0.44,diagnostic_and_practice
LSK01667,LRN0186,SK042,Cloud Computing Basics,0.386,developing,0.33,0.3,diagnostic_and_practice
LSK01668,LRN0186,SK044,AWS Core Services,0.591,competent,0.658,0.77,diagnostic_and_practice
LSK01669,LRN0186,SK045,Docker Fundamentals,0.82,proficient,0.901,0.58,diagnostic_and_practice
LSK01670,LRN0186,SK047,Kubernetes Basics,0.884,advanced,0.814,0.72,diagnostic_and_practice
LSK01671,LRN0186,SK048,CI/CD Pipelines,0.069,novice,0.05,0.46,diagnostic_and_practice
LSK01672,LRN0186,SK001,Python Basics,0.446,developing,0.456,0.66,diagnostic_and_practice
LSK01673,LRN0186,SK002,Git & Version Control,0.569,competent,0.643,0.45,diagnostic_and_practice
LSK01674,LRN0186,SK008,Problem Solving (DSA Practice),0.667,proficient,0.786,0.74,diagnostic_and_practice
LSK01675,LRN0187,SK012,SQL Basics,0.309,developing,0.211,0.45,diagnostic_and_practice
LSK01676,LRN0187,SK019,Advanced SQL,0.475,competent,0.566,0.34,diagnostic_and_practice
LSK01677,LRN0187,SK013,Excel for Data Analysis,0.849,proficient,0.827,0.72,diagnostic_and_practice
LSK01678,LRN0187,SK016,Data Visualization,0.91,advanced,0.792,0.78,diagnostic_and_practice
LSK01679,LRN0187,SK011,Descriptive Statistics,0.216,novice,0.322,0.74,diagnostic_and_practice
LSK01680,LRN0187,SK018,Exploratory Data Analysis,0.325,developing,0.418,0.82,diagnostic_and_practice
LSK01681,LRN0187,SK001,Python Basics,0.531,competent,0.601,0.75,diagnostic_and_practice
LSK01682,LRN0187,SK002,Git & Version Control,0.781,proficient,0.734,0.66,diagnostic_and_practice
LSK01683,LRN0187,SK008,Problem Solving (DSA Practice),0.86,advanced,0.942,0.73,diagnostic_and_practice
LSK01684,LRN0188,SK003,Python Data Structures,0.641,competent,0.567,0.77,diagnostic_and_practice
LSK01685,LRN0188,SK017,Inferential Statistics,0.803,proficient,0.724,0.51,diagnostic_and_practice
LSK01686,LRN0188,SK021,ML Foundations,0.896,advanced,0.842,0.31,diagnostic_and_practice
LSK01687,LRN0188,SK022,Regression Techniques,0.073,novice,0.05,0.45,diagnostic_and_practice
LSK01688,LRN0188,SK023,Classification Techniques,0.298,developing,0.268,0.61,diagnostic_and_practice
LSK01689,LRN0188,SK024,Model Evaluation,0.506,competent,0.623,0.48,diagnostic_and_practice
LSK01690,LRN0188,SK001,Python Basics,0.73,proficient,0.802,0.45,diagnostic_and_practice
LSK01691,LRN0188,SK002,Git & Version Control,0.942,advanced,0.98,0.83,diagnostic_and_practice
LSK01692,LRN0188,SK008,Problem Solving (DSA Practice),0.079,novice,0.086,0.82,diagnostic_and_practice
LSK01693,LRN0189,SK021,ML Foundations,0.775,proficient,0.712,0.48,diagnostic_and_practice
LSK01694,LRN0189,SK025,Feature Engineering,0.856,advanced,0.758,0.83,diagnostic_and_practice
LSK01695,LRN0189,SK027,Neural Networks,0.113,novice,0.147,0.5,diagnostic_and_practice
LSK01696,LRN0189,SK028,Deep Learning,0.267,developing,0.178,0.86,diagnostic_and_practice
LSK01697,LRN0189,SK050,Model Deployment,0.534,competent,0.567,0.35,diagnostic_and_practice
LSK01698,LRN0189,SK024,Model Evaluation,0.751,proficient,0.637,0.87,diagnostic_and_practice
LSK01699,LRN0189,SK001,Python Basics,0.916,advanced,0.972,0.38,diagnostic_and_practice
LSK01700,LRN0189,SK002,Git & Version Control,0.176,novice,0.094,0.79,diagnostic_and_practice
LSK01701,LRN0189,SK008,Problem Solving (DSA Practice),0.285,developing,0.268,0.31,diagnostic_and_practice
LSK01702,LRN0190,SK031,HTML & CSS,0.856,advanced,0.886,0.54,diagnostic_and_practice
LSK01703,LRN0190,SK032,JavaScript Basics,0.12,novice,0.071,0.69,diagnostic_and_practice
LSK01704,LRN0190,SK035,React Fundamentals,0.274,developing,0.246,0.79,diagnostic_and_practice
LSK01705,LRN0190,SK036,Node.js Basics,0.57,competent,0.571,0.81,diagnostic_and_practice
LSK01706,LRN0190,SK037,REST API Design,0.76,proficient,0.82,0.88,diagnostic_and_practice
LSK01707,LRN0190,SK034,Database Design (RDBMS),0.947,advanced,0.98,0.34,diagnostic_and_practice
LSK01708,LRN0190,SK001,Python Basics,0.217,novice,0.329,0.46,diagnostic_and_practice
LSK01709,LRN0190,SK002,Git & Version Control,0.442,developing,0.519,0.31,diagnostic_and_practice
LSK01710,LRN0190,SK008,Problem Solving (DSA Practice),0.569,competent,0.501,0.53,diagnostic_and_practice
LSK01711,LRN0191,SK019,Advanced SQL,0.103,novice,0.209,0.42,diagnostic_and_practice
LSK01712,LRN0191,SK051,Data Modeling,0.251,developing,0.183,0.6,diagnostic_and_practice
LSK01713,LRN0191,SK053,ETL Fundamentals,0.612,competent,0.586,0.48,diagnostic_and_practice
LSK01714,LRN0191,SK057,Apache Spark Basics,0.678,proficient,0.629,0.53,diagnostic_and_practice
LSK01715,LRN0191,SK054,Data Warehousing,0.929,advanced,0.829,0.7,diagnostic_and_practice
LSK01716,LRN0191,SK060,Data Pipeline Design,0.247,novice,0.357,0.89,diagnostic_and_practice
LSK01717,LRN0191,SK001,Python Basics,0.329,developing,0.344,0.87,diagnostic_and_practice
LSK01718,LRN0191,SK002,Git & Version Control,0.574,competent,0.639,0.61,diagnostic_and_practice
LSK01719,LRN0191,SK008,Problem Solving (DSA Practice),0.75,proficient,0.807,0.39,diagnostic_and_practice
LSK01720,LRN0192,SK041,Linux Fundamentals,0.373,developing,0.479,0.69,diagnostic_and_practice
LSK01721,LRN0192,SK042,Cloud Computing Basics,0.539,competent,0.447,0.72,diagnostic_and_practice
LSK01722,LRN0192,SK044,AWS Core Services,0.765,proficient,0.776,0.67,diagnostic_and_practice
LSK01723,LRN0192,SK045,Docker Fundamentals,0.923,advanced,0.98,0.7,diagnostic_and_practice
LSK01724,LRN0192,SK047,Kubernetes Basics,0.081,novice,0.067,0.88,diagnostic_and_practice
LSK01725,LRN0192,SK048,CI/CD Pipelines,0.29,developing,0.207,0.66,diagnostic_and_practice
LSK01726,LRN0192,SK001,Python Basics,0.634,competent,0.606,0.68,diagnostic_and_practice
LSK01727,LRN0192,SK002,Git & Version Control,0.659,proficient,0.77,0.61,diagnostic_and_practice
LSK01728,LRN0192,SK008,Problem Solving (DSA Practice),0.947,advanced,0.98,0.6,diagnostic_and_practice
LSK01729,LRN0193,SK012,SQL Basics,0.543,competent,0.651,0.81,diagnostic_and_practice
LSK01730,LRN0193,SK019,Advanced SQL,0.685,proficient,0.71,0.58,diagnostic_and_practice
LSK01731,LRN0193,SK013,Excel for Data Analysis,0.921,advanced,0.857,0.85,diagnostic_and_practice
LSK01732,LRN0193,SK016,Data Visualization,0.156,novice,0.253,0.36,diagnostic_and_practice
LSK01733,LRN0193,SK011,Descriptive Statistics,0.376,developing,0.45,0.72,diagnostic_and_practice
LSK01734,LRN0193,SK018,Exploratory Data Analysis,0.641,competent,0.696,0.49,diagnostic_and_practice
LSK01735,LRN0193,SK001,Python Basics,0.747,proficient,0.728,0.89,diagnostic_and_practice
LSK01736,LRN0193,SK002,Git & Version Control,0.964,advanced,0.98,0.32,diagnostic_and_practice
LSK01737,LRN0193,SK008,Problem Solving (DSA Practice),0.178,novice,0.11,0.86,diagnostic_and_practice
LSK01738,LRN0194,SK003,Python Data Structures,0.692,proficient,0.81,0.84,diagnostic_and_practice
LSK01739,LRN0194,SK017,Inferential Statistics,0.9,advanced,0.813,0.37,diagnostic_and_practice
LSK01740,LRN0194,SK021,ML Foundations,0.219,novice,0.215,0.78,diagnostic_and_practice
LSK01741,LRN0194,SK022,Regression Techniques,0.284,developing,0.391,0.47,diagnostic_and_practice
LSK01742,LRN0194,SK023,Classification Techniques,0.615,competent,0.599,0.81,diagnostic_and_practice
LSK01743,LRN0194,SK024,Model Evaluation,0.687,proficient,0.684,0.55,diagnostic_and_practice
LSK01744,LRN0194,SK001,Python Basics,0.891,advanced,0.963,0.78,diagnostic_and_practice
LSK01745,LRN0194,SK002,Git & Version Control,0.069,novice,0.061,0.61,diagnostic_and_practice
LSK01746,LRN0194,SK008,Problem Solving (DSA Practice),0.319,developing,0.276,0.7,diagnostic_and_practice
LSK01747,LRN0195,SK021,ML Foundations,0.921,advanced,0.806,0.72,diagnostic_and_practice
LSK01748,LRN0195,SK025,Feature Engineering,0.054,novice,0.066,0.51,diagnostic_and_practice
LSK01749,LRN0195,SK027,Neural Networks,0.277,developing,0.293,0.43,diagnostic_and_practice
LSK01750,LRN0195,SK028,Deep Learning,0.538,competent,0.558,0.38,diagnostic_and_practice
LSK01751,LRN0195,SK050,Model Deployment,0.824,proficient,0.747,0.52,diagnostic_and_practice
LSK01752,LRN0195,SK024,Model Evaluation,0.874,advanced,0.81,0.33,diagnostic_and_practice
LSK01753,LRN0195,SK001,Python Basics,0.193,novice,0.22,0.38,diagnostic_and_practice
LSK01754,LRN0195,SK002,Git & Version Control,0.305,developing,0.384,0.57,diagnostic_and_practice
LSK01755,LRN0195,SK008,Problem Solving (DSA Practice),0.627,competent,0.554,0.88,diagnostic_and_practice
LSK01756,LRN0196,SK031,HTML & CSS,0.085,novice,0.144,0.73,diagnostic_and_practice
LSK01757,LRN0196,SK032,JavaScript Basics,0.301,developing,0.402,0.77,diagnostic_and_practice
LSK01758,LRN0196,SK035,React Fundamentals,0.524,competent,0.437,0.42,diagnostic_and_practice
LSK01759,LRN0196,SK036,Node.js Basics,0.843,proficient,0.792,0.39,diagnostic_and_practice
LSK01760,LRN0196,SK037,REST API Design,0.951,advanced,0.933,0.63,diagnostic_and_practice
LSK01761,LRN0196,SK034,Database Design (RDBMS),0.088,novice,0.122,0.76,diagnostic_and_practice
LSK01762,LRN0196,SK001,Python Basics,0.376,developing,0.298,0.53,diagnostic_and_practice
LSK01763,LRN0196,SK002,Git & Version Control,0.598,competent,0.506,0.3,diagnostic_and_practice
LSK01764,LRN0196,SK008,Problem Solving (DSA Practice),0.831,proficient,0.741,0.62,diagnostic_and_practice
LSK01765,LRN0197,SK019,Advanced SQL,0.278,developing,0.175,0.63,diagnostic_and_practice
LSK01766,LRN0197,SK051,Data Modeling,0.524,competent,0.409,0.68,diagnostic_and_practice
LSK01767,LRN0197,SK053,ETL Fundamentals,0.77,proficient,0.718,0.64,diagnostic_and_practice
LSK01768,LRN0197,SK057,Apache Spark Basics,0.969,advanced,0.98,0.84,diagnostic_and_practice
LSK01769,LRN0197,SK054,Data Warehousing,0.13,novice,0.062,0.83,diagnostic_and_practice
LSK01770,LRN0197,SK060,Data Pipeline Design,0.274,developing,0.177,0.8,diagnostic_and_practice
LSK01771,LRN0197,SK001,Python Basics,0.647,competent,0.566,0.72,diagnostic_and_practice
LSK01772,LRN0197,SK002,Git & Version Control,0.774,proficient,0.801,0.86,diagnostic_and_practice
LSK01773,LRN0197,SK008,Problem Solving (DSA Practice),0.869,advanced,0.949,0.84,diagnostic_and_practice
LSK01774,LRN0198,SK041,Linux Fundamentals,0.55,competent,0.459,0.35,diagnostic_and_practice
LSK01775,LRN0198,SK042,Cloud Computing Basics,0.805,proficient,0.688,0.77,diagnostic_and_practice
LSK01776,LRN0198,SK044,AWS Core Services,0.862,advanced,0.958,0.81,diagnostic_and_practice
LSK01777,LRN0198,SK045,Docker Fundamentals,0.249,novice,0.325,0.88,diagnostic_and_practice
LSK01778,LRN0198,SK047,Kubernetes Basics,0.435,developing,0.384,0.42,diagnostic_and_practice
LSK01779,LRN0198,SK048,CI/CD Pipelines,0.491,competent,0.435,0.67,diagnostic_and_practice
LSK01780,LRN0198,SK001,Python Basics,0.694,proficient,0.716,0.67,diagnostic_and_practice
LSK01781,LRN0198,SK002,Git & Version Control,0.941,advanced,0.98,0.76,diagnostic_and_practice
LSK01782,LRN0198,SK008,Problem Solving (DSA Practice),0.096,novice,0.176,0.53,diagnostic_and_practice
LSK01783,LRN0199,SK012,SQL Basics,0.667,proficient,0.697,0.38,diagnostic_and_practice
LSK01784,LRN0199,SK019,Advanced SQL,0.881,advanced,0.889,0.43,diagnostic_and_practice
LSK01785,LRN0199,SK013,Excel for Data Analysis,0.14,novice,0.065,0.68,diagnostic_and_practice
LSK01786,LRN0199,SK016,Data Visualization,0.312,developing,0.284,0.57,diagnostic_and_practice
LSK01787,LRN0199,SK011,Descriptive Statistics,0.485,competent,0.579,0.88,diagnostic_and_practice
LSK01788,LRN0199,SK018,Exploratory Data Analysis,0.672,proficient,0.627,0.44,diagnostic_and_practice
LSK01789,LRN0199,SK001,Python Basics,0.933,advanced,0.98,0.84,diagnostic_and_practice
LSK01790,LRN0199,SK002,Git & Version Control,0.238,novice,0.151,0.49,diagnostic_and_practice
LSK01791,LRN0199,SK008,Problem Solving (DSA Practice),0.445,developing,0.391,0.88,diagnostic_and_practice
LSK01792,LRN0200,SK003,Python Data Structures,0.872,advanced,0.87,0.49,diagnostic_and_practice
LSK01793,LRN0200,SK017,Inferential Statistics,0.072,novice,0.094,0.45,diagnostic_and_practice
LSK01794,LRN0200,SK021,ML Foundations,0.289,developing,0.23,0.76,diagnostic_and_practice
LSK01795,LRN0200,SK022,Regression Techniques,0.507,competent,0.614,0.78,diagnostic_and_practice
LSK01796,LRN0200,SK023,Classification Techniques,0.677,proficient,0.682,0.31,diagnostic_and_practice
LSK01797,LRN0200,SK024,Model Evaluation,0.94,advanced,0.98,0.64,diagnostic_and_practice
LSK01798,LRN0200,SK001,Python Basics,0.199,novice,0.257,0.35,diagnostic_and_practice
LSK01799,LRN0200,SK002,Git & Version Control,0.294,developing,0.268,0.42,diagnostic_and_practice
LSK01800,LRN0200,SK008,Problem Solving (DSA Practice),0.545,competent,0.494,0.69,diagnostic_and_practice
LSK01801,LRN0201,SK021,ML Foundations,0.208,novice,0.273,0.32,diagnostic_and_practice
LSK01802,LRN0201,SK025,Feature Engineering,0.285,developing,0.271,0.79,diagnostic_and_practice
LSK01803,LRN0201,SK027,Neural Networks,0.517,competent,0.561,0.47,diagnostic_and_practice
LSK01804,LRN0201,SK028,Deep Learning,0.731,proficient,0.65,0.47,diagnostic_and_practice
LSK01805,LRN0201,SK050,Model Deployment,0.91,advanced,0.932,0.65,diagnostic_and_practice
LSK01806,LRN0201,SK024,Model Evaluation,0.23,novice,0.32,0.55,diagnostic_and_practice
LSK01807,LRN0201,SK001,Python Basics,0.389,developing,0.359,0.52,diagnostic_and_practice
LSK01808,LRN0201,SK002,Git & Version Control,0.647,competent,0.678,0.54,diagnostic_and_practice
LSK01809,LRN0201,SK008,Problem Solving (DSA Practice),0.664,proficient,0.708,0.8,diagnostic_and_practice
LSK01810,LRN0202,SK031,HTML & CSS,0.275,developing,0.19,0.56,diagnostic_and_practice
LSK01811,LRN0202,SK032,JavaScript Basics,0.564,competent,0.61,0.81,diagnostic_and_practice
LSK01812,LRN0202,SK035,React Fundamentals,0.801,proficient,0.842,0.56,diagnostic_and_practice
LSK01813,LRN0202,SK036,Node.js Basics,0.872,advanced,0.796,0.48,diagnostic_and_practice
LSK01814,LRN0202,SK037,REST API Design,0.188,novice,0.232,0.75,diagnostic_and_practice
LSK01815,LRN0202,SK034,Database Design (RDBMS),0.318,developing,0.251,0.51,diagnostic_and_practice
LSK01816,LRN0202,SK001,Python Basics,0.519,competent,0.551,0.76,diagnostic_and_practice
LSK01817,LRN0202,SK002,Git & Version Control,0.806,proficient,0.785,0.64,diagnostic_and_practice
LSK01818,LRN0202,SK008,Problem Solving (DSA Practice),0.966,advanced,0.98,0.37,diagnostic_and_practice
LSK01819,LRN0203,SK019,Advanced SQL,0.559,competent,0.504,0.75,diagnostic_and_practice
LSK01820,LRN0203,SK051,Data Modeling,0.658,proficient,0.715,0.41,diagnostic_and_practice
LSK01821,LRN0203,SK053,ETL Fundamentals,0.944,advanced,0.966,0.34,diagnostic_and_practice
LSK01822,LRN0203,SK057,Apache Spark Basics,0.156,novice,0.195,0.56,diagnostic_and_practice
LSK01823,LRN0203,SK054,Data Warehousing,0.258,developing,0.213,0.43,diagnostic_and_practice
LSK01824,LRN0203,SK060,Data Pipeline Design,0.499,competent,0.449,0.69,diagnostic_and_practice
LSK01825,LRN0203,SK001,Python Basics,0.785,proficient,0.886,0.7,diagnostic_and_practice
LSK01826,LRN0203,SK002,Git & Version Control,0.932,advanced,0.838,0.36,diagnostic_and_practice
LSK01827,LRN0203,SK008,Problem Solving (DSA Practice),0.159,novice,0.068,0.53,diagnostic_and_practice
LSK01828,LRN0204,SK041,Linux Fundamentals,0.848,proficient,0.95,0.44,diagnostic_and_practice
LSK01829,LRN0204,SK042,Cloud Computing Basics,0.88,advanced,0.832,0.57,diagnostic_and_practice
LSK01830,LRN0204,SK044,AWS Core Services,0.208,novice,0.137,0.5,diagnostic_and_practice
LSK01831,LRN0204,SK045,Docker Fundamentals,0.369,developing,0.429,0.84,diagnostic_and_practice
LSK01832,LRN0204,SK047,Kubernetes Basics,0.519,competent,0.501,0.76,diagnostic_and_practice
LSK01833,LRN0204,SK048,CI/CD Pipelines,0.66,proficient,0.58,0.4,diagnostic_and_practice
LSK01834,LRN0204,SK001,Python Basics,0.933,advanced,0.859,0.51,diagnostic_and_practice
LSK01835,LRN0204,SK002,Git & Version Control,0.144,novice,0.064,0.44,diagnostic_and_practice
LSK01836,LRN0204,SK008,Problem Solving (DSA Practice),0.255,developing,0.16,0.9,diagnostic_and_practice
LSK01837,LRN0205,SK012,SQL Basics,0.914,advanced,0.98,0.83,diagnostic_and_practice
LSK01838,LRN0205,SK019,Advanced SQL,0.152,novice,0.262,0.48,diagnostic_and_practice
LSK01839,LRN0205,SK013,Excel for Data Analysis,0.402,developing,0.506,0.74,diagnostic_and_practice
LSK01840,LRN0205,SK016,Data Visualization,0.51,competent,0.508,0.86,diagnostic_and_practice
LSK01841,LRN0205,SK011,Descriptive Statistics,0.846,proficient,0.832,0.8,diagnostic_and_practice
LSK01842,LRN0205,SK018,Exploratory Data Analysis,0.963,advanced,0.978,0.78,diagnostic_and_practice
LSK01843,LRN0205,SK001,Python Basics,0.125,novice,0.05,0.45,diagnostic_and_practice
LSK01844,LRN0205,SK002,Git & Version Control,0.438,developing,0.459,0.36,diagnostic_and_practice
LSK01845,LRN0205,SK008,Problem Solving (DSA Practice),0.646,competent,0.675,0.87,diagnostic_and_practice
LSK01846,LRN0206,SK003,Python Data Structures,0.101,novice,0.05,0.32,diagnostic_and_practice
LSK01847,LRN0206,SK017,Inferential Statistics,0.397,developing,0.418,0.61,diagnostic_and_practice
LSK01848,LRN0206,SK021,ML Foundations,0.465,competent,0.403,0.55,diagnostic_and_practice
LSK01849,LRN0206,SK022,Regression Techniques,0.835,proficient,0.877,0.71,diagnostic_and_practice
LSK01850,LRN0206,SK023,Classification Techniques,0.864,advanced,0.801,0.68,diagnostic_and_practice
LSK01851,LRN0206,SK024,Model Evaluation,0.151,novice,0.163,0.71,diagnostic_and_practice
LSK01852,LRN0206,SK001,Python Basics,0.282,developing,0.365,0.69,diagnostic_and_practice
LSK01853,LRN0206,SK002,Git & Version Control,0.476,competent,0.368,0.73,diagnostic_and_practice
LSK01854,LRN0206,SK008,Problem Solving (DSA Practice),0.844,proficient,0.898,0.33,diagnostic_and_practice
LSK01855,LRN0207,SK021,ML Foundations,0.296,developing,0.333,0.41,diagnostic_and_practice
LSK01856,LRN0207,SK025,Feature Engineering,0.598,competent,0.521,0.36,diagnostic_and_practice
LSK01857,LRN0207,SK027,Neural Networks,0.83,proficient,0.8,0.88,diagnostic_and_practice
LSK01858,LRN0207,SK028,Deep Learning,0.914,advanced,0.816,0.87,diagnostic_and_practice
LSK01859,LRN0207,SK050,Model Deployment,0.066,novice,0.05,0.8,diagnostic_and_practice
LSK01860,LRN0207,SK024,Model Evaluation,0.305,developing,0.299,0.31,diagnostic_and_practice
LSK01861,LRN0207,SK001,Python Basics,0.464,competent,0.508,0.9,diagnostic_and_practice
LSK01862,LRN0207,SK002,Git & Version Control,0.816,proficient,0.811,0.6,diagnostic_and_practice
LSK01863,LRN0207,SK008,Problem Solving (DSA Practice),0.909,advanced,0.823,0.51,diagnostic_and_practice
LSK01864,LRN0208,SK031,HTML & CSS,0.64,competent,0.555,0.38,diagnostic_and_practice
LSK01865,LRN0208,SK032,JavaScript Basics,0.807,proficient,0.76,0.49,diagnostic_and_practice
LSK01866,LRN0208,SK035,React Fundamentals,0.907,advanced,0.949,0.84,diagnostic_and_practice
LSK01867,LRN0208,SK036,Node.js Basics,0.22,novice,0.258,0.7,diagnostic_and_practice
LSK01868,LRN0208,SK037,REST API Design,0.429,developing,0.463,0.41,diagnostic_and_practice
LSK01869,LRN0208,SK034,Database Design (RDBMS),0.46,competent,0.549,0.45,diagnostic_and_practice
LSK01870,LRN0208,SK001,Python Basics,0.725,proficient,0.712,0.47,diagnostic_and_practice
LSK01871,LRN0208,SK002,Git & Version Control,0.953,advanced,0.839,0.5,diagnostic_and_practice
LSK01872,LRN0208,SK008,Problem Solving (DSA Practice),0.066,novice,0.063,0.58,diagnostic_and_practice
LSK01873,LRN0209,SK019,Advanced SQL,0.683,proficient,0.773,0.33,diagnostic_and_practice
LSK01874,LRN0209,SK051,Data Modeling,0.905,advanced,0.887,0.32,diagnostic_and_practice
LSK01875,LRN0209,SK053,ETL Fundamentals,0.077,novice,0.191,0.34,diagnostic_and_practice
LSK01876,LRN0209,SK057,Apache Spark Basics,0.349,developing,0.306,0.3,diagnostic_and_practice
LSK01877,LRN0209,SK054,Data Warehousing,0.642,competent,0.544,0.59,diagnostic_and_practice
LSK01878,LRN0209,SK060,Data Pipeline Design,0.656,proficient,0.632,0.34,diagnostic_and_practice
LSK01879,LRN0209,SK001,Python Basics,0.967,advanced,0.98,0.34,diagnostic_and_practice
LSK01880,LRN0209,SK002,Git & Version Control,0.21,novice,0.271,0.54,diagnostic_and_practice
LSK01881,LRN0209,SK008,Problem Solving (DSA Practice),0.393,developing,0.5,0.31,diagnostic_and_practice
LSK01882,LRN0210,SK041,Linux Fundamentals,0.865,advanced,0.849,0.45,diagnostic_and_practice
LSK01883,LRN0210,SK042,Cloud Computing Basics,0.138,novice,0.097,0.77,diagnostic_and_practice
LSK01884,LRN0210,SK044,AWS Core Services,0.258,developing,0.267,0.72,diagnostic_and_practice
