recommendation_event_id,learner_id,resource_id,skill_name,score,reason,accepted
REC00716,LRN0217,RES0033,Descriptive Statistics,0.789,Addresses skill gap in Descriptive Statistics required for Data Analyst,True
REC00717,LRN0217,RES0053,Exploratory Data Analysis,0.792,Addresses skill gap in Exploratory Data Analysis required for Data Analyst,False
REC00718,LRN0218,RES0007,Python Data Structures,0.754,Addresses skill gap in Python Data Structures required for Data Scientist,True
REC00719,LRN0218,RES0066,Regression Techniques,0.788,Addresses skill gap in Regression Techniques required for Data Scientist,True
REC00720,LRN0218,RES0068,Classification Techniques,0.719,Addresses skill gap in Classification Techniques required for Data Scientist,True
REC00721,LRN0218,RES0070,Model Evaluation,0.803,Addresses skill gap in Model Evaluation required for Data Scientist,True
REC00722,LRN0219,RES0081,Neural Networks,0.847,Addresses skill gap in Neural Networks required for Machine Learning Engineer,True
REC00723,LRN0219,RES0083,Deep Learning,0.633,Addresses skill gap in Deep Learning required for Machine Learning Engineer,False
REC00724,LRN0220,RES0096,JavaScript Basics,0.936,Addresses skill gap in JavaScript Basics required for Full Stack Developer,True
REC00725,LRN0220,RES0104,React Fundamentals,0.821,Addresses skill gap in React Fundamentals required for Full Stack Developer,True
REC00726,LRN0220,RES0106,Node.js Basics,0.797,Addresses skill gap in Node.js Basics required for Full Stack Developer,True
REC00727,LRN0221,RES0057,Advanced SQL,0.888,Addresses skill gap in Advanced SQL required for Data Engineer,True
REC00728,LRN0221,RES0152,Data Modeling,0.717,Addresses skill gap in Data Modeling required for Data Engineer,True
REC00729,LRN0221,RES0157,ETL Fundamentals,0.65,Addresses skill gap in ETL Fundamentals required for Data Engineer,False
REC00730,LRN0221,RES0180,Data Pipeline Design,0.804,Addresses skill gap in Data Pipeline Design required for Data Engineer,True
REC00731,LRN0222,RES0122,Linux Fundamentals,0.874,Addresses skill gap in Linux Fundamentals required for Cloud/DevOps Engineer,True
REC00732,LRN0222,RES0141,Kubernetes Basics,0.711,Addresses skill gap in Kubernetes Basics required for Cloud/DevOps Engineer,True
REC00733,LRN0222,RES0143,CI/CD Pipelines,0.856,Addresses skill gap in CI/CD Pipelines required for Cloud/DevOps Engineer,True
REC00734,LRN0223,RES0048,Data Visualization,0.886,Addresses skill gap in Data Visualization required for Data Analyst,False
REC00735,LRN0223,RES0032,Descriptive Statistics,0.87,Addresses skill gap in Descriptive Statistics required for Data Analyst,True
REC00736,LRN0224,RES0063,ML Foundations,0.816,Addresses skill gap in ML Foundations required for Data Scientist,True
REC00737,LRN0224,RES0065,Regression Techniques,0.884,Addresses skill gap in Regression Techniques required for Data Scientist,True
REC00738,LRN0225,RES0075,Feature Engineering,0.751,Addresses skill gap in Feature Engineering required for Machine Learning Engineer,True
REC00739,LRN0225,RES0080,Neural Networks,0.711,Addresses skill gap in Neural Networks required for Machine Learning Engineer,True
REC00740,LRN0225,RES0082,Deep Learning,0.956,Addresses skill gap in Deep Learning required for Machine Learning Engineer,True
REC00741,LRN0226,RES0093,HTML & CSS,0.769,Addresses skill gap in HTML & CSS required for Full Stack Developer,True
REC00742,LRN0226,RES0095,JavaScript Basics,0.716,Addresses skill gap in JavaScript Basics required for Full Stack Developer,True
REC00743,LRN0226,RES0103,React Fundamentals,0.783,Addresses skill gap in React Fundamentals required for Full Stack Developer,True
REC00744,LRN0226,RES0102,Database Design (RDBMS),0.667,Addresses skill gap in Database Design (RDBMS) required for Full Stack Developer,True
REC00745,LRN0227,RES0056,Advanced SQL,0.825,Addresses skill gap in Advanced SQL required for Data Engineer,True
REC00746,LRN0227,RES0151,Data Modeling,0.793,Addresses skill gap in Data Modeling required for Data Engineer,True
REC00747,LRN0227,RES0162,Data Warehousing,0.668,Addresses skill gap in Data Warehousing required for Data Engineer,True
REC00748,LRN0227,RES0179,Data Pipeline Design,0.799,Addresses skill gap in Data Pipeline Design required for Data Engineer,True
REC00749,LRN0228,RES0121,Linux Fundamentals,0.767,Addresses skill gap in Linux Fundamentals required for Cloud/DevOps Engineer,True
REC00750,LRN0228,RES0135,Docker Fundamentals,0.679,Addresses skill gap in Docker Fundamentals required for Cloud/DevOps Engineer,True
REC00751,LRN0228,RES0140,Kubernetes Basics,0.845,Addresses skill gap in Kubernetes Basics required for Cloud/DevOps Engineer,True
REC00752,LRN0228,RES0142,CI/CD Pipelines,0.683,Addresses skill gap in CI/CD Pipelines required for Cloud/DevOps Engineer,True
REC00753,LRN0229,RES0039,Excel for Data Analysis,0.858,Addresses skill gap in Excel for Data Analysis required for Data Analyst,True
REC00754,LRN0229,RES0047,Data Visualization,0.704,Addresses skill gap in Data Visualization required for Data Analyst,True
REC00755,LRN0229,RES0031,Descriptive Statistics,0.866,Addresses skill gap in Descriptive Statistics required for Data Analyst,True
REC00756,LRN0230,RES0051,Inferential Statistics,0.679,Addresses skill gap in Inferential Statistics required for Data Scientist,True
REC00757,LRN0230,RES0062,ML Foundations,0.812,Addresses skill gap in ML Foundations required for Data Scientist,True
REC00758,LRN0230,RES0064,Regression Techniques,0.787,Addresses skill gap in Regression Techniques required for Data Scientist,False
REC00759,LRN0231,RES0063,ML Foundations,0.98,Addresses skill gap in ML Foundations required for Machine Learning Engineer,True
REC00760,LRN0231,RES0074,Feature Engineering,0.515,Addresses skill gap in Feature Engineering required for Machine Learning Engineer,True
REC00761,LRN0231,RES0079,Neural Networks,0.774,Addresses skill gap in Neural Networks required for Machine Learning Engineer,True
REC00762,LRN0231,RES0072,Model Evaluation,0.682,Addresses skill gap in Model Evaluation required for Machine Learning Engineer,True
REC00763,LRN0232,RES0092,HTML & CSS,0.707,Addresses skill gap in HTML & CSS required for Full Stack Developer,True
REC00764,LRN0232,RES0094,JavaScript Basics,0.771,Addresses skill gap in JavaScript Basics required for Full Stack Developer,True
REC00765,LRN0232,RES0111,REST API Design,0.881,Addresses skill gap in REST API Design required for Full Stack Developer,True
REC00766,LRN0232,RES0101,Database Design (RDBMS),0.793,Addresses skill gap in Database Design (RDBMS) required for Full Stack Developer,False
REC00767,LRN0233,RES0171,Apache Spark Basics,0.791,Addresses skill gap in Apache Spark Basics required for Data Engineer,True
REC00768,LRN0233,RES0161,Data Warehousing,0.689,Addresses skill gap in Data Warehousing required for Data Engineer,True
REC00769,LRN0233,RES0178,Data Pipeline Design,0.686,Addresses skill gap in Data Pipeline Design required for Data Engineer,True
REC00770,LRN0234,RES0132,AWS Core Services,0.814,Addresses skill gap in AWS Core Services required for Cloud/DevOps Engineer,True
REC00771,LRN0234,RES0134,Docker Fundamentals,0.719,Addresses skill gap in Docker Fundamentals required for Cloud/DevOps Engineer,True
REC00772,LRN0235,RES0057,Advanced SQL,0.808,Addresses skill gap in Advanced SQL required for Data Analyst,True
REC00773,LRN0235,RES0038,Excel for Data Analysis,0.761,Addresses skill gap in Excel for Data Analysis required for Data Analyst,True
REC00774,LRN0235,RES0046,Data Visualization,0.768,Addresses skill gap in Data Visualization required for Data Analyst,False
REC00775,LRN0236,RES0009,Python Data Structures,0.735,Addresses skill gap in Python Data Structures required for Data Scientist,True
REC00776,LRN0236,RES0050,Inferential Statistics,0.851,Addresses skill gap in Inferential Statistics required for Data Scientist,True
REC00777,LRN0236,RES0072,Model Evaluation,0.78,Addresses skill gap in Model Evaluation required for Data Scientist,True
REC00778,LRN0237,RES0062,ML Foundations,0.759,Addresses skill gap in ML Foundations required for Machine Learning Engineer,False
REC00779,LRN0237,RES0073,Feature Engineering,0.726,Addresses skill gap in Feature Engineering required for Machine Learning Engineer,False
REC00780,LRN0237,RES0150,Model Deployment,0.642,Addresses skill gap in Model Deployment required for Machine Learning Engineer,True
REC00781,LRN0237,RES0071,Model Evaluation,0.782,Addresses skill gap in Model Evaluation required for Machine Learning Engineer,True
REC00782,LRN0238,RES0091,HTML & CSS,0.802,Addresses skill gap in HTML & CSS required for Full Stack Developer,True
REC00783,LRN0238,RES0108,Node.js Basics,0.817,Addresses skill gap in Node.js Basics required for Full Stack Developer,True
REC00784,LRN0238,RES0110,REST API Design,0.83,Addresses skill gap in REST API Design required for Full Stack Developer,True
REC00785,LRN0239,RES0159,ETL Fundamentals,0.728,Addresses skill gap in ETL Fundamentals required for Data Engineer,True
REC00786,LRN0239,RES0170,Apache Spark Basics,0.626,Addresses skill gap in Apache Spark Basics required for Data Engineer,False
REC00787,LRN0239,RES0160,Data Warehousing,0.696,Addresses skill gap in Data Warehousing required for Data Engineer,False
REC00788,LRN0240,RES0126,Cloud Computing Basics,0.861,Addresses skill gap in Cloud Computing Basics required for Cloud/DevOps Engineer,True
REC00789,LRN0240,RES0131,AWS Core Services,0.764,Addresses skill gap in AWS Core Services required for Cloud/DevOps Engineer,True
REC00790,LRN0240,RES0133,Docker Fundamentals,0.824,Addresses skill gap in Docker Fundamentals required for Cloud/DevOps Engineer,True
